step,temperatureC,rainfallMm,evaporationMm,ratio,elevationBlocks,landform,winner,score,margin
64,3.0381310547524585,900.0,610.6863589855443,1.473751602205518,1280.0,MOUNTAIN,minecraft:stony_peaks,1.0,1.0
65,2.9081310547524595,900.0,608.3463589855443,1.4794203773994907,1300.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
66,2.7781310547524587,900.0,606.0063589855442,1.4851329307939964,1320.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
67,2.6481310547524597,900.0,603.6663589855443,1.4908897714831113,1340.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
68,2.518131054752459,900.0,601.3263589855443,1.496691416485263,1360.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
69,2.38813105475246,900.0,598.9863589855443,1.5025383908980143,1380.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
70,2.258131054752459,900.0,596.6463589855442,1.5084312280564935,1400.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
71,2.1281310547524583,900.0,594.3063589855442,1.5143704696955655,1420.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
72,1.9981310547524593,900.0,591.9663589855443,1.5203566661158492,1440.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
73,1.8681310547524586,900.0,589.6263589855442,1.5263903763536886,1460.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
74,1.7381310547524595,900.0,587.2863589855443,1.5324721683551872,1480.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
75,1.6081310547524588,900.0,584.9463589855443,1.53860261915442,1500.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
76,1.4781310547524598,900.0,582.6063589855443,1.544782315055938,1520.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
77,1.348131054752459,900.0,580.2663589855442,1.5510118518216927,1540.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
78,1.21813105475246,900.0,577.9263589855443,1.5572918348624962,1560.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
79,1.0881310547524592,900.0,575.5863589855443,1.5636228794341585,1580.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
80,0.9581310547524584,900.0,573.2463589855442,1.5700056108384206,1600.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
81,0.8281310547524594,900.0,570.9063589855442,1.5764406646288358,1620.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
82,0.6981310547524586,900.0,568.5663589855443,1.58292868682173,1640.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
83,0.5681310547524596,900.0,566.2263589855443,1.5894703341123986,1660.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
84,0.4381310547524588,900.0,563.8863589855442,1.5960662740966791,1680.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
85,0.3081310547524598,900.0,561.5463589855443,1.6027171854980693,1700.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
86,0.178131054752459,900.0,559.2063589855443,1.6094237584005466,1720.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
87,0.04813105475245999,900.0,556.8663589855443,1.6161866944872552,1740.0,MOUNTAIN,minecraft:snowy_slopes,1.0,1.0
88,-0.08186894524754079,900.0,554.5263589855442,1.623006707285238,1760.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
89,-0.21186894524754157,900.0,552.1863589855443,1.6298845224163916,1780.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
90,-0.3418689452475406,900.0,549.8463589855443,1.636820877854829,1800.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
91,-0.47186894524754136,900.0,547.5063589855442,1.6438165241908407,1820.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
92,-0.6018689452475403,900.0,545.1663589855443,1.6508722249016552,1840.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
93,-0.7318689452475411,900.0,542.8263589855443,1.657988756629203,1860.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
94,-0.8618689452475401,900.0,540.4863589855443,1.6651669094650938,1880.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
95,-0.9918689452475409,900.0,538.1463589855443,1.6724074872430303,1900.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
96,-1.1218689452475399,900.0,535.8063589855443,1.6797113078388854,1920.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
97,-1.2518689452475407,900.0,533.4663589855443,1.6870792034786732,1940.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
98,-1.3818689452475414,900.0,531.1263589855442,1.6945120210546647,1960.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
99,-1.5118689452475405,900.0,528.7863589855442,1.7020106224498954,1980.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
100,-1.6418689452475412,900.0,526.4463589855443,1.7095758848713267,2000.0,MOUNTAIN,minecraft:jagged_peaks,1.0,1.0
