step,temperatureC,rainfallMm,evaporationMm,ratio,elevationBlocks,landform,winner,score,margin
65,22.0,907.5,952.0,0.9532563025210085,100.0,PLAINS,minecraft:forest,0.876229679250527,0.06009027427714875
66,22.0,883.0,952.0,0.9275210084033614,100.0,PLAINS,minecraft:forest,0.876229679250527,0.04404421081691623
67,22.0,858.5,952.0,0.9017857142857143,100.0,PLAINS,minecraft:forest,0.876229679250527,0.027998147356683933
68,22.0,834.0,952.0,0.8760504201680672,100.0,PLAINS,minecraft:forest,0.8662596539250043,0.001982058570928702
69,22.0,809.5,952.0,0.8503151260504201,100.0,PLAINS,minecraft:plains,0.880323658814308,0.029330606169010287
70,22.0,785.0,952.0,0.8245798319327731,100.0,PLAINS,minecraft:plains,0.8889303507417945,0.01725301965166881
71,22.0,760.5,952.0,0.7988445378151261,100.0,PLAINS,minecraft:plains,0.8974448190552387,0.0022777019576362134
72,22.0,736.0,952.0,0.773109243697479,100.0,PLAINS,minecraft:plains,0.9059592873686828,0.0010233276628784926
73,22.0,711.5,952.0,0.7473739495798319,100.0,PLAINS,minecraft:savanna,0.914704802314006,2.310466318790061E-4
74,22.0,687.0,952.0,0.7216386554621849,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
75,22.0,662.5,952.0,0.6959033613445378,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
76,22.0,638.0,952.0,0.6701680672268907,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
77,22.0,613.5,952.0,0.6444327731092437,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
78,22.0,589.0,952.0,0.6186974789915967,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
79,22.0,564.5,952.0,0.5929621848739496,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
80,22.0,540.0,952.0,0.5672268907563025,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
81,22.0,515.5,952.0,0.5414915966386554,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
82,22.0,491.0,952.0,0.5157563025210085,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
83,22.0,466.5,952.0,0.4900210084033613,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
84,22.0,442.0,952.0,0.4642857142857143,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
85,22.0,417.5,952.0,0.4385504201680672,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
86,22.0,393.0,952.0,0.41281512605042014,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
87,22.0,368.5,952.0,0.3870798319327731,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
88,22.0,344.0,952.0,0.36134453781512604,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
89,22.0,319.5,952.0,0.33560924369747897,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
90,22.0,295.0,952.0,0.30987394957983194,100.0,PLAINS,minecraft:savanna,0.919290177415815,8.198345661529771E-4
91,22.0,270.5,952.0,0.28413865546218486,100.0,PLAINS,minecraft:plains,0.918470342849662,0.028693875594680618
92,22.0,246.0,952.0,0.25840336134453784,100.0,PLAINS,minecraft:plains,0.9140219675675361,0.07213198368609297
93,22.0,221.5,952.0,0.23266806722689076,100.0,PLAINS,minecraft:plains,0.8675009336296728,0.07349743312176804
94,22.0,197.0,952.0,0.20693277310924368,100.0,PLAINS,minecraft:plains,0.811634573468856,0.07389084999866236
95,22.0,172.5,952.0,0.18119747899159663,100.0,PLAINS,minecraft:plains,0.7557682133080392,0.031353233138335934
96,22.0,148.0,952.0,0.15546218487394958,100.0,PLAINS,minecraft:desert,0.7244149801697033,0.024513127022480874
97,22.0,123.5,952.0,0.12972689075630253,100.0,PLAINS,minecraft:desert,0.7244149801697033,0.0803794871832978
98,22.0,99.0,952.0,0.10399159663865547,100.0,PLAINS,minecraft:desert,0.7244149801697033,0.1362458473441146
99,22.0,74.5,952.0,0.0782563025210084,100.0,PLAINS,minecraft:desert,0.6945801007967104,0.16227732813193851
100,22.0,50.0,952.0,0.052521008403361345,100.0,PLAINS,minecraft:desert,0.5463445637721541,0.0699081512681991
