step,temperatureC,rainfallMm,evaporationMm,ratio,elevationBlocks,landform,winner,score,margin
67,-8.550000000000004,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8291272644840422,0.21200602175202132
68,-9.200000000000003,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8291272644840422,0.22702580476616152
69,-9.850000000000001,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8291272644840422,0.21293989543876446
70,-10.5,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8291272644840422,0.1988539861113674
71,-11.149999999999999,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8291272644840422,0.18476807678397045
72,-11.800000000000004,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8291272644840422,0.17068216745657316
73,-12.450000000000003,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8291272644840422,0.15659625812917632
74,-13.100000000000001,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.8242092596514624,0.14517706437625943
75,-13.75,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.7922422282396941,0.11321003296449117
76,-14.399999999999999,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.7602751968279262,0.08124300155272324
77,-15.050000000000004,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.7283081654161575,0.04927597014095453
78,-15.700000000000003,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_taiga,0.6963411340043895,0.017308938729186485
79,-16.35,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.01465809268258178
80,-17.0,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.04662512409434971
81,-17.65,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.07859215550611798
82,-18.300000000000004,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.11055918691788647
83,-18.950000000000003,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.14252621832965473
84,-19.6,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.17449324974142288
85,-20.25,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.27456829272164546
86,-20.9,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.27456829272164546
87,-21.550000000000004,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.27456829272164546
88,-22.200000000000003,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.27456829272164546
89,-22.85,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.27456829272164546
90,-23.5,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.27456829272164546
91,-24.15,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.2963021761003503
92,-24.800000000000004,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.3316197365907462
93,-25.450000000000003,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.36693729708114164
94,-26.1,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.40225485757153706
95,-26.75,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.43757241806193253
96,-27.400000000000006,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.4728899785523284
97,-28.050000000000004,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.5082075390427239
98,-28.700000000000003,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.5435250995331193
99,-29.35000000000001,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.5788426600235151
100,-30.0,900.0,466.0,1.9313304721030042,100.0,PLAINS,minecraft:snowy_plains,0.679032195275203,0.6141602205139103
