seed,x,z,winner,second,margin,override
12345,-32768,28672,minecraft:deep_ocean,,1.0,true
12345,-28672,28672,minecraft:ocean,,1.0,true
12345,-24576,28672,minecraft:plains,minecraft:forest,0.04697850794879288,false
12345,-20480,28672,minecraft:forest,minecraft:birch_forest,0.11039915753198648,false
12345,-16384,28672,minecraft:deep_ocean,,1.0,true
12345,-12288,28672,minecraft:plains,minecraft:forest,0.41041022715143594,false
12345,-8192,28672,minecraft:plains,minecraft:forest,0.022075290581596074,false
12345,-4096,28672,minecraft:forest,minecraft:birch_forest,0.0725400551320432,false
12345,0,28672,minecraft:deep_ocean,,1.0,true
12345,4096,28672,minecraft:plains,minecraft:forest,0.3009112631560066,false
12345,8192,28672,minecraft:plains,minecraft:forest,0.06695853637727123,false
12345,12288,28672,minecraft:forest,minecraft:birch_forest,0.11128065571933021,false
12345,16384,28672,minecraft:deep_ocean,,1.0,true
12345,20480,28672,minecraft:plains,minecraft:forest,0.3943359244018073,false
12345,24576,28672,minecraft:plains,minecraft:forest,0.11723501101124623,false
12345,28672,28672,minecraft:forest,minecraft:birch_forest,0.03214939638571601,false
12345,32768,28672,minecraft:deep_ocean,,1.0,true
12345,-32768,32768,minecraft:deep_ocean,,1.0,true
12345,-28672,32768,minecraft:deep_ocean,,1.0,true
12345,-24576,32768,minecraft:deep_ocean,,1.0,true
12345,-20480,32768,minecraft:deep_ocean,,1.0,true
12345,-16384,32768,minecraft:deep_ocean,,1.0,true
12345,-12288,32768,minecraft:deep_ocean,,1.0,true
12345,-8192,32768,minecraft:deep_ocean,,1.0,true
12345,-4096,32768,minecraft:deep_ocean,,1.0,true
12345,0,32768,minecraft:deep_ocean,,1.0,true
12345,4096,32768,minecraft:deep_ocean,,1.0,true
12345,8192,32768,minecraft:deep_ocean,,1.0,true
12345,12288,32768,minecraft:deep_ocean,,1.0,true
12345,16384,32768,minecraft:deep_ocean,,1.0,true
12345,20480,32768,minecraft:deep_ocean,,1.0,true
12345,24576,32768,minecraft:deep_ocean,,1.0,true
12345,28672,32768,minecraft:deep_ocean,,1.0,true
12345,32768,32768,minecraft:deep_ocean,,1.0,true
67890,-32768,-32768,minecraft:deep_ocean,,1.0,true
67890,-28672,-32768,minecraft:deep_ocean,,1.0,true
67890,-24576,-32768,minecraft:deep_ocean,,1.0,true
67890,-20480,-32768,minecraft:deep_ocean,,1.0,true
67890,-16384,-32768,minecraft:deep_ocean,,1.0,true
67890,-12288,-32768,minecraft:deep_ocean,,1.0,true
67890,-8192,-32768,minecraft:deep_ocean,,1.0,true
67890,-4096,-32768,minecraft:deep_ocean,,1.0,true
67890,0,-32768,minecraft:deep_ocean,,1.0,true
67890,4096,-32768,minecraft:deep_ocean,,1.0,true
67890,8192,-32768,minecraft:deep_ocean,,1.0,true
67890,12288,-32768,minecraft:deep_ocean,,1.0,true
67890,16384,-32768,minecraft:deep_ocean,,1.0,true
67890,20480,-32768,minecraft:deep_ocean,,1.0,true
67890,24576,-32768,minecraft:deep_ocean,,1.0,true
67890,28672,-32768,minecraft:deep_ocean,,1.0,true
67890,32768,-32768,minecraft:deep_ocean,,1.0,true
67890,-32768,-28672,minecraft:deep_ocean,,1.0,true
67890,-28672,-28672,minecraft:plains,minecraft:forest,0.3858266501312696,false
67890,-24576,-28672,minecraft:plains,minecraft:forest,0.15164437354285898,false
67890,-20480,-28672,minecraft:forest,minecraft:birch_forest,0.004468885696907621,false
67890,-16384,-28672,minecraft:deep_ocean,,1.0,true
67890,-12288,-28672,minecraft:plains,minecraft:forest,0.37461073914662835,false
67890,-8192,-28672,minecraft:plains,minecraft:forest,0.013399396306061684,false
67890,-4096,-28672,minecraft:forest,minecraft:birch_forest,2.660339405573531E-4,false
67890,0,-28672,minecraft:deep_ocean,,1.0,true
67890,4096,-28672,minecraft:plains,minecraft:forest,0.2824691623944733,false
67890,8192,-28672,minecraft:plains,minecraft:forest,0.1187221390674702,false
67890,12288,-28672,minecraft:forest,minecraft:birch_forest,0.02322993881912927,false
67890,16384,-28672,minecraft:deep_ocean,,1.0,true
67890,20480,-28672,minecraft:plains,minecraft:forest,0.40722499826852343,false
67890,24576,-28672,minecraft:plains,minecraft:forest,0.025827629333273316,false
67890,28672,-28672,minecraft:forest,minecraft:birch_forest,0.0616054212288758,false
67890,32768,-28672,minecraft:deep_ocean,,1.0,true
67890,-32768,-24576,minecraft:deep_ocean,,1.0,true
67890,-28672,-24576,minecraft:plains,minecraft:forest,0.19586287772392474,false
67890,-24576,-24576,minecraft:plains,minecraft:forest,0.10366244696473137,false
67890,-20480,-24576,minecraft:forest,minecraft:birch_forest,0.056553961234677486,false
67890,-16384,-24576,minecraft:deep_ocean,,1.0,true
67890,-12288,-24576,minecraft:plains,minecraft:forest,0.29899386523884797,false
67890,-8192,-24576,minecraft:plains,minecraft:forest,0.1538357611466603,false
67890,-4096,-24576,minecraft:forest,minecraft:plains,0.09589147085049932,false
67890,0,-24576,minecraft:deep_ocean,,1.0,true
67890,4096,-24576,minecraft:plains,minecraft:forest,0.24715093458470028,false
67890,8192,-24576,minecraft:plains,minecraft:forest,0.1973672309699288,false
67890,12288,-24576,minecraft:forest,minecraft:plains,0.11006686197861393,false
67890,16384,-24576,minecraft:deep_ocean,,1.0,true
67890,20480,-24576,minecraft:plains,minecraft:forest,0.2719523858733952,false
67890,24576,-24576,minecraft:plains,minecraft:forest,0.10220037419185624,false
67890,28672,-24576,minecraft:forest,minecraft:birch_forest,0.046698855064286726,false
67890,32768,-24576,minecraft:deep_ocean,,1.0,true
67890,-32768,-20480,minecraft:deep_ocean,,1.0,true
67890,-28672,-20480,minecraft:plains,minecraft:forest,0.15420046375470886,false
67890,-24576,-20480,minecraft:plains,minecraft:forest,0.1488313833386734,false
67890,-20480,-20480,minecraft:forest,minecraft:birch_forest,0.04836434501592923,false
67890,-16384,-20480,minecraft:deep_ocean,,1.0,true
67890,-12288,-20480,minecraft:plains,minecraft:forest,0.1642362226482884,false
67890,-8192,-20480,minecraft:plains,minecraft:forest,0.16879988663347845,false
67890,-4096,-20480,minecraft:forest,minecraft:birch_forest,0.10829040190761541,false
67890,0,-20480,minecraft:deep_ocean,,1.0,true
67890,4096,-20480,minecraft:plains,minecraft:forest,0.18298353867586037,false
67890,8192,-20480,minecraft:plains,minecraft:forest,0.20245955938258164,false
67890,12288,-20480,minecraft:forest,minecraft:birch_forest,0.04780701609938842,false
67890,16384,-20480,minecraft:deep_ocean,,1.0,true
67890,20480,-20480,minecraft:plains,minecraft:forest,0.10869642850834693,false
67890,24576,-20480,minecraft:plains,minecraft:forest,0.14181768428477848,false
67890,28672,-20480,minecraft:ocean,,1.0,true
67890,32768,-20480,minecraft:deep_ocean,,1.0,true
67890,-32768,-16384,minecraft:deep_ocean,,1.0,true
67890,-28672,-16384,minecraft:deep_ocean,,1.0,true
67890,-24576,-16384,minecraft:deep_ocean,,1.0,true
67890,-20480,-16384,minecraft:deep_ocean,,1.0,true
67890,-16384,-16384,minecraft:deep_ocean,,1.0,true
67890,-12288,-16384,minecraft:deep_ocean,,1.0,true
67890,-8192,-16384,minecraft:deep_ocean,,1.0,true
67890,-4096,-16384,minecraft:deep_ocean,,1.0,true
67890,0,-16384,minecraft:deep_ocean,,1.0,true
67890,4096,-16384,minecraft:deep_ocean,,1.0,true
67890,8192,-16384,minecraft:deep_ocean,,1.0,true
67890,12288,-16384,minecraft:deep_ocean,,1.0,true
67890,16384,-16384,minecraft:deep_ocean,,1.0,true
67890,20480,-16384,minecraft:deep_ocean,,1.0,true
67890,24576,-16384,minecraft:deep_ocean,,1.0,true
67890,28672,-16384,minecraft:deep_ocean,,1.0,true
67890,32768,-16384,minecraft:deep_ocean,,1.0,true
